,age,default,housing,loan,duration,campaign,previous,deposit
8118,31,no,no,no,262,1,0,0
8119,31,no,yes,no,101,1,0,0
8120,37,no,no,no,226,1,0,0
8121,32,no,yes,no,102,2,0,0
8122,42,no,no,no,305,2,0,0
8123,34,no,yes,no,20,2,2,0
8124,74,no,no,no,390,2,3,0
8125,60,no,no,no,282,1,0,0
8126,32,no,no,no,203,1,0,0
8127,47,no,no,no,263,4,0,0
8128,45,no,yes,yes,251,4,4,0
8129,50,no,no,yes,26,2,0,0
8130,39,no,yes,no,483,1,0,0
8131,60,no,no,no,8,17,0,0
8132,47,no,no,no,921,4,0,0
8133,40,no,yes,no,197,2,0,0
8134,26,no,yes,no,167,1,0,0
8135,43,no,yes,no,64,3,0,0
8136,30,no,yes,no,137,1,0,0
8137,34,no,yes,yes,137,8,0,0
8138,35,no,yes,no,371,3,7,0
8139,21,no,yes,no,198,3,0,0
8140,52,no,no,no,310,4,0,0
8141,31,no,yes,no,247,1,0,0
8142,42,no,no,yes,86,1,0,0
8143,31,no,yes,no,371,1,0,0
8144,58,no,no,no,55,2,0,0
8145,51,no,yes,no,189,2,2,0
8146,38,no,yes,no,132,2,0,0
8147,32,no,no,no,312,3,0,0
8148,31,no,yes,no,164,1,0,0
8149,36,no,no,no,183,1,11,0
8150,33,no,yes,no,369,1,0,0
8151,47,no,yes,no,85,1,0,0
8152,52,no,no,no,106,2,0,0
8153,42,no,no,yes,113,1,0,0
8154,39,no,yes,no,69,6,0,0
8155,31,no,yes,no,103,2,0,0
8156,52,no,no,yes,111,8,0,0
8157,40,no,yes,no,340,2,5,0
8158,29,no,yes,no,14,11,0,0
8159,49,no,yes,no,674,3,0,0
8160,57,no,yes,no,402,2,1,0
8161,35,no,no,yes,179,6,0,0
8162,26,no,no,no,514,2,0,0
8163,35,no,yes,no,186,1,0,0
8164,31,no,yes,yes,117,3,3,0
8165,57,no,no,no,193,2,0,0
8166,32,no,yes,no,937,4,0,0
8167,87,no,no,no,150,1,0,0
8168,44,no,yes,no,84,4,0,0
8169,41,no,no,no,130,1,0,0
8170,36,no,yes,yes,102,3,0,0
8171,56,no,yes,no,16,1,3,0
8172,35,no,yes,no,117,1,0,0
8173,46,no,yes,yes,251,1,1,0
8174,32,no,yes,no,638,1,3,0
8175,41,no,no,yes,354,1,0,0
8176,34,no,yes,no,209,5,0,0
8177,48,no,no,no,136,1,0,0
8178,31,no,no,no,130,1,1,0
8179,41,no,yes,no,91,1,0,0
8180,36,no,yes,no,171,13,0,0
8181,31,no,no,no,146,1,0,0
8182,37,no,no,no,110,2,0,0
8183,48,no,no,no,104,2,0,0
8184,31,no,yes,no,179,2,0,0
8185,42,no,yes,no,139,2,0,0
8186,50,no,no,no,181,2,0,0
8187,47,no,yes,no,102,6,0,0
8188,43,no,yes,no,291,1,0,0
8189,59,no,no,no,162,1,0,0
8190,35,no,no,no,86,7,0,0
8191,24,no,yes,yes,382,2,0,0
8192,49,no,no,no,679,1,0,0
8193,47,no,yes,no,250,1,0,0
8194,57,no,no,no,107,6,0,0
8195,29,no,yes,yes,218,1,0,0
8196,50,no,yes,no,130,2,1,0
8197,32,no,yes,no,120,1,0,0
8198,23,no,yes,no,120,2,0,0
8199,41,no,yes,yes,181,2,0,0
8200,48,no,no,no,248,2,0,0
8201,29,no,yes,no,570,11,0,0
8202,42,no,no,yes,94,15,0,0
8203,38,no,yes,no,67,1,0,0
8204,31,no,no,no,406,2,0,0
8205,38,no,yes,yes,20,2,0,0
8206,50,no,no,no,273,2,0,0
8207,36,no,yes,no,159,2,4,0
8208,52,no,no,no,109,3,0,0
8209,50,no,yes,no,130,2,0,0
8210,38,no,no,no,167,1,0,0
8211,30,no,no,yes,194,2,2,0
8212,46,no,no,no,155,1,0,0
8213,54,yes,yes,no,108,1,0,0
8214,46,no,yes,no,42,3,0,0
8215,49,no,no,no,62,5,0,0
8216,36,no,no,no,307,1,0,0
8217,58,no,no,no,400,1,0,0
8218,29,no,yes,no,779,1,0,0
8219,41,no,yes,no,43,1,0,0
8220,32,no,no,no,458,2,0,0
8221,33,yes,yes,no,496,4,0,0
8222,31,no,no,no,150,4,0,0
8223,44,no,yes,yes,247,1,0,0
8224,51,no,no,no,119,1,2,0
8225,38,no,no,no,48,2,0,0
8226,38,no,no,no,662,5,0,0
8227,27,no,no,no,533,1,0,0
8228,41,no,no,no,268,1,0,0
8229,32,no,yes,no,21,3,0,0
8230,45,no,yes,no,186,3,0,0
8231,54,no,no,no,350,7,0,0
8232,36,no,yes,no,142,1,0,0
8233,33,no,yes,no,54,3,0,0
8234,40,no,yes,no,75,14,0,0
8235,37,no,yes,no,172,1,0,0
8236,48,no,yes,no,18,18,0,0
8237,36,no,yes,no,86,1,17,0
8238,46,no,yes,no,304,1,0,0
8239,29,no,yes,no,203,1,0,0
8240,41,no,yes,no,182,3,0,0
8241,44,no,yes,no,260,1,0,0
8242,40,no,yes,no,279,1,0,0
8243,33,no,yes,no,128,2,0,0
8244,60,no,no,no,105,4,0,0
8245,48,no,yes,no,708,8,0,0
8246,37,no,no,no,63,1,0,0
8247,39,no,yes,no,999,3,0,0
8248,28,no,yes,no,55,1,0,0
8249,44,no,no,no,209,3,0,0
8250,37,no,no,no,36,2,0,0
8251,58,no,no,yes,564,2,0,0
8252,50,no,no,no,649,3,0,0
8253,38,no,yes,no,152,2,0,0
8254,31,no,no,no,101,6,0,0
8255,33,no,no,no,207,4,0,0
8256,35,no,no,no,329,1,0,0
8257,53,no,yes,yes,279,1,9,0
8258,58,no,yes,no,118,1,0,0
8259,26,no,yes,no,46,1,0,0
8260,34,no,yes,yes,467,1,0,0
8261,50,no,no,no,79,3,0,0
8262,42,no,yes,no,329,3,0,0
8263,46,no,yes,no,194,4,1,0
8264,45,no,no,no,108,1,0,0
8265,46,no,no,no,172,6,0,0
8266,31,no,no,no,15,14,0,0
8267,44,no,yes,no,151,1,0,0
8268,36,no,no,no,146,1,0,0
8269,50,no,no,no,790,1,0,0
8270,33,no,no,no,757,2,0,0
8271,33,no,yes,no,578,2,0,0
8272,55,no,no,no,156,3,0,0
8273,40,no,yes,no,15,3,0,0
8274,30,no,yes,yes,372,1,1,0
8275,36,no,yes,no,254,1,0,0
8276,34,no,yes,yes,203,1,0,0
8277,46,no,yes,no,69,2,0,0
8278,55,no,yes,no,77,1,0,0
8279,56,yes,no,no,304,3,0,0
8280,34,no,yes,no,14,5,0,0
8281,42,no,no,no,64,1,0,0
8282,48,no,no,no,61,5,0,0
8283,51,no,yes,no,14,3,0,0
8284,45,no,no,yes,171,2,0,0
8285,35,no,yes,no,19,8,0,0
8286,63,no,no,no,56,2,0,0
8287,35,no,yes,yes,332,2,1,0
8288,25,no,yes,no,264,1,4,0
8289,26,no,yes,yes,439,4,0,0
8290,29,no,no,no,99,1,4,0
8291,26,no,no,no,35,3,0,0
8292,26,no,yes,no,242,1,0,0
8293,23,no,yes,no,278,6,0,0
8294,51,no,no,no,143,5,1,0
8295,51,no,yes,no,37,1,0,0
8296,43,no,yes,no,111,2,0,0
8297,81,no,no,no,163,3,0,0
8298,42,no,no,no,101,2,0,0
8299,41,no,yes,yes,144,1,0,0
8300,35,no,no,no,516,2,2,0
8301,32,no,no,yes,71,1,0,0
8302,51,no,yes,no,331,2,0,0
8303,33,no,yes,no,122,5,0,0
8304,38,no,yes,no,110,5,0,0
8305,48,no,no,yes,70,5,0,0
8306,50,no,yes,no,68,8,0,0
8307,39,no,yes,no,225,7,2,0
8308,30,no,yes,no,161,2,0,0
8309,39,no,no,yes,333,2,2,0
8310,35,no,no,no,104,8,0,0
8311,41,no,yes,no,361,1,2,0
8312,41,no,yes,no,121,1,0,0
8313,35,no,yes,no,140,2,0,0
8314,43,no,yes,no,133,1,3,0
8315,27,no,yes,yes,364,1,0,0
8316,32,no,no,yes,63,5,0,0
8317,39,no,yes,yes,85,1,0,0
8318,37,no,yes,no,301,1,0,0
8319,40,no,yes,no,50,2,0,0
8320,33,no,yes,no,249,1,0,0
8321,29,no,yes,no,126,2,0,0
8322,50,no,no,no,51,1,0,0
8323,39,no,yes,no,374,2,0,0
8324,32,no,yes,no,368,1,0,0
8325,49,no,no,no,278,1,0,0
8326,37,no,yes,no,566,7,0,0
8327,57,yes,no,yes,185,4,0,0
8328,44,no,no,no,167,2,0,0
8329,36,no,yes,no,632,1,0,0
8330,55,no,yes,no,328,2,0,0
8331,40,no,yes,no,160,2,0,0
8332,40,no,yes,yes,241,1,3,0
8333,44,no,yes,no,471,2,12,0
8334,41,no,yes,no,18,11,0,0
8335,65,no,no,no,432,1,0,0
8336,31,no,yes,no,265,1,0,0
8337,48,no,no,yes,101,2,0,0
8338,55,no,yes,no,111,1,0,0
8339,34,no,yes,no,551,2,0,0
8340,36,no,yes,no,342,1,0,0
8341,33,no,yes,no,12,16,0,0
8342,46,no,no,no,401,1,0,0
8343,52,no,no,no,57,4,0,0
8344,33,no,no,no,87,1,0,0
8345,29,no,yes,no,153,1,0,0
8346,36,no,yes,yes,336,10,0,0
8347,37,no,yes,no,209,1,0,0
8348,53,no,no,no,65,10,0,0
8349,28,no,yes,yes,143,4,0,0
8350,19,no,no,no,89,2,1,0
8351,41,no,no,no,203,5,0,0
8352,33,no,yes,no,323,2,3,0
8353,28,no,yes,no,438,4,0,0
8354,40,no,yes,no,14,3,0,0
8355,78,no,no,no,156,1,3,0
8356,29,no,yes,no,104,2,0,0
8357,36,no,yes,no,18,6,0,0
8358,59,no,yes,no,531,3,7,0
8359,34,no,yes,no,121,3,0,0
8360,82,no,no,no,195,3,0,0
8361,36,no,no,no,170,1,0,0
8362,48,no,no,no,166,2,0,0
8363,36,no,yes,yes,2,1,0,0
8364,25,no,no,no,206,7,2,0
8365,40,no,yes,no,73,1,0,0
8366,33,no,no,no,134,1,0,0
8367,30,yes,yes,no,115,20,0,0
8368,27,no,yes,no,123,4,0,0
8369,34,no,no,no,328,2,0,0
8370,28,no,no,no,405,2,0,0
8371,40,no,yes,no,178,1,0,0
8372,47,no,yes,no,293,5,0,0
8373,59,no,no,no,347,3,0,0
8374,30,no,yes,no,396,2,0,0
8375,39,no,yes,no,339,3,0,0
8376,44,no,yes,no,200,1,0,0
8377,46,no,no,no,25,1,0,0
8378,32,no,yes,no,658,2,0,0
8379,35,no,no,yes,245,2,0,0
8380,35,no,yes,no,120,2,0,0
8381,38,no,yes,no,92,2,2,0
8382,27,yes,no,no,132,4,0,0
8383,32,no,yes,no,266,2,0,0
8384,37,no,yes,no,639,3,10,0
8385,59,no,no,no,575,2,0,0
8386,32,no,no,no,226,1,1,0
8387,31,no,yes,no,126,6,0,0
8388,55,no,no,no,13,8,3,0
8389,26,no,no,no,91,7,0,0
8390,30,no,yes,yes,145,1,4,0
8391,34,no,no,no,256,2,0,0
8392,83,no,no,no,175,2,0,0
8393,46,no,no,no,77,8,0,0
8394,48,no,yes,no,1231,2,0,0
8395,47,no,no,no,53,1,0,0
8396,31,no,no,no,195,2,0,0
8397,32,no,yes,no,158,1,1,0
8398,32,no,yes,no,314,2,0,0
8399,39,no,no,no,199,3,0,0
8400,54,no,yes,yes,65,5,0,0
8401,55,no,yes,no,647,7,0,0
8402,28,no,yes,no,70,5,0,0
8403,48,no,no,no,129,2,0,0
8404,44,no,no,no,325,1,0,0
8405,47,no,no,no,457,2,0,0
8406,43,no,yes,yes,148,1,0,0
8407,53,yes,no,no,82,2,0,0
8408,42,no,yes,no,51,21,0,0
8409,39,no,yes,yes,196,2,3,0
8410,37,no,yes,no,135,2,0,0
8411,58,no,yes,no,316,1,0,0
8412,31,no,no,no,340,3,0,0
8413,40,no,yes,no,29,8,0,0
8414,38,no,no,yes,1473,6,0,0
8415,46,no,yes,no,153,1,0,0
8416,31,no,yes,yes,71,1,9,0
8417,32,no,no,no,222,6,0,0
8418,46,no,yes,no,405,1,0,0
8419,25,no,yes,no,549,1,0,0
8420,28,no,yes,no,72,6,0,0
8421,40,no,yes,no,339,2,3,0
8422,31,no,yes,no,94,1,0,0
8423,39,no,yes,no,21,21,0,0
8424,36,no,yes,no,604,6,0,0
8425,37,no,yes,yes,95,1,1,0
8426,48,no,yes,no,315,2,0,0
8427,34,no,yes,no,85,1,0,0
8428,24,no,no,no,25,26,0,0
8429,33,no,no,no,216,3,0,0
8430,54,no,no,no,986,1,8,0
8431,56,no,yes,no,178,2,0,0
8432,41,no,yes,no,270,1,0,0
8433,46,no,yes,no,279,1,0,0
8434,27,no,no,yes,513,5,0,0
8435,32,no,yes,no,122,1,0,0
8436,40,no,no,no,168,1,0,0
8437,38,no,no,no,49,2,0,0
8438,36,no,yes,no,386,2,0,0
8439,33,no,no,no,277,1,0,0
8440,31,no,no,no,114,2,1,0
8441,34,yes,yes,yes,131,2,0,0
8442,34,no,yes,no,248,3,0,0
8443,45,no,no,no,113,2,0,0
8444,52,no,yes,no,48,7,0,0
8445,37,no,yes,no,25,1,0,0
8446,30,no,yes,yes,405,1,1,0
8447,35,no,no,no,49,5,5,0
8448,31,no,yes,no,475,4,2,0
8449,47,no,no,no,144,1,0,0
8450,32,no,yes,yes,95,1,0,0
8451,32,no,yes,no,85,24,0,0
8452,39,no,yes,no,38,1,0,0
8453,31,no,yes,no,290,1,0,0
8454,31,no,no,no,389,1,0,0
8455,44,no,yes,no,92,1,0,0
8456,40,no,yes,no,112,5,0,0
8457,77,no,no,no,160,4,0,0
8458,34,no,yes,no,88,5,3,0
8459,48,no,yes,no,320,4,0,0
8460,31,no,yes,no,226,2,0,0
8461,31,no,no,no,155,4,0,0
8462,32,no,yes,no,126,2,0,0
8463,42,no,yes,no,21,24,0,0
8464,35,no,no,no,81,6,0,0
8465,57,no,yes,yes,238,6,0,0
8466,56,no,no,no,158,2,0,0
8467,34,no,no,no,472,2,0,0
8468,52,no,no,yes,420,4,0,0
8469,31,no,yes,yes,219,2,0,0
8470,42,no,yes,no,259,2,0,0
8471,46,no,yes,no,284,4,0,0
8472,32,no,no,no,15,13,0,0
8473,47,no,no,no,78,4,0,0
8474,46,no,yes,no,277,2,0,0
8475,41,no,yes,no,77,2,4,0
8476,42,no,yes,no,46,5,0,0
8477,31,no,no,no,169,5,0,0
8478,47,no,no,no,137,1,0,0
8479,60,no,no,no,318,3,0,0
8480,35,no,yes,no,100,1,12,0
8481,46,no,yes,yes,267,1,0,0
8482,40,no,no,no,84,1,0,0
8483,48,no,no,no,104,2,0,0
8484,52,no,no,no,109,2,0,0
8485,50,no,yes,no,136,4,0,0
8486,34,no,no,no,166,2,3,0
8487,34,no,no,yes,269,1,2,0
8488,44,no,yes,no,331,4,0,0
8489,44,no,no,no,335,1,0,0
8490,28,no,yes,no,379,3,0,0
8491,28,no,no,no,122,3,0,0
8492,29,no,yes,no,85,4,0,0
8493,29,no,no,no,485,3,1,0
8494,55,no,no,no,167,6,0,0
8495,31,no,yes,no,191,3,0,0
8496,31,no,no,yes,323,1,5,0
8497,32,no,yes,no,162,2,0,0
8498,31,no,yes,no,207,1,0,0
8499,47,no,no,no,73,1,0,0
8500,34,no,yes,no,165,3,5,0
8501,53,no,no,no,216,2,0,0
8502,29,no,no,no,119,2,0,0
8503,50,no,no,no,433,1,1,0
8504,49,no,yes,yes,59,4,0,0
8505,32,no,no,no,79,1,0,0
8506,42,no,yes,no,159,1,0,0
8507,37,no,yes,no,143,3,0,0
8508,36,no,yes,yes,46,3,0,0
8509,33,no,no,no,166,1,0,0
8510,36,no,yes,no,77,2,2,0
8511,30,no,yes,no,365,1,0,0
8512,57,no,no,no,198,1,0,0
8513,37,no,no,no,204,4,0,0
8514,25,no,no,no,159,2,0,0
8515,70,no,no,no,50,2,0,0
8516,41,no,no,no,63,3,1,0
8517,26,no,yes,no,74,4,5,0
8518,53,no,yes,no,157,1,0,0
8519,55,no,no,no,97,1,0,0
8520,23,no,yes,no,224,2,2,0
8521,45,no,yes,no,469,2,1,0
8522,34,no,yes,yes,137,4,0,0
8523,35,no,yes,no,138,1,0,0
8524,30,no,no,no,382,3,0,0
8525,36,no,yes,no,206,2,0,0
8526,48,no,yes,no,286,1,0,0
8527,67,no,no,no,134,1,0,0
8528,35,no,yes,no,79,1,3,0
8529,38,no,no,no,67,4,6,0
8530,44,no,yes,no,79,1,2,0
8531,54,no,yes,no,172,2,2,0
8532,42,no,yes,no,72,1,0,0
8533,36,no,no,no,54,12,0,0
8534,26,yes,no,yes,652,2,0,0
8535,35,no,no,no,168,2,0,0
8536,33,no,yes,no,600,2,17,0
8537,58,no,yes,yes,85,1,0,0
8538,21,no,no,no,156,4,2,0
8539,34,no,yes,yes,217,1,0,0
8540,38,no,no,no,255,2,1,0
8541,41,no,no,yes,15,25,0,0
8542,36,no,no,no,333,5,0,0
8543,38,no,no,no,275,1,0,0
8544,25,no,yes,no,105,1,0,0
8545,34,no,no,no,77,3,0,0
8546,34,no,yes,yes,50,4,0,0
8547,45,no,yes,no,154,5,1,0
8548,30,no,yes,yes,115,5,0,0
8549,42,no,yes,no,84,2,0,0
8550,50,no,yes,no,342,3,0,0
8551,33,no,no,no,180,4,0,0
8552,35,no,yes,no,510,2,0,0
8553,59,no,no,yes,61,4,0,0
8554,38,no,no,no,238,1,0,0
8555,33,no,no,no,160,2,0,0
8556,45,yes,no,yes,158,3,0,0
8557,37,no,no,no,40,10,0,0
8558,35,no,yes,no,119,2,0,0
8559,41,no,yes,no,522,5,0,0
8560,33,no,yes,no,308,4,0,0
8561,30,no,yes,no,166,1,1,0
8562,49,no,no,no,139,1,0,0
8563,39,no,yes,no,387,3,2,0
8564,44,no,no,no,388,4,0,0
8565,38,no,no,no,116,3,0,0
8566,27,no,yes,no,346,2,0,0
8567,45,no,no,no,405,3,0,0
8568,40,no,yes,no,184,1,0,0
8569,53,no,yes,no,173,2,0,0
8570,32,no,yes,no,449,1,1,0
8571,34,no,yes,no,627,3,0,0
8572,29,no,yes,yes,152,4,2,0
8573,34,no,yes,no,634,3,0,0
8574,40,no,yes,yes,92,1,1,0
8575,44,no,yes,no,243,3,0,0
8576,36,no,no,yes,300,1,4,0
8577,39,no,no,no,186,2,0,0
8578,58,no,yes,no,150,2,0,0
8579,37,no,no,no,140,2,0,0
8580,31,no,yes,no,108,2,1,0
8581,46,no,yes,no,100,4,0,0
8582,26,no,no,no,475,3,2,0
8583,37,no,yes,no,330,4,0,0
8584,39,no,yes,no,55,2,2,0
8585,36,no,yes,no,138,8,0,0
8586,29,no,yes,no,304,2,0,0
8587,47,no,no,no,228,5,0,0
8588,47,no,yes,no,174,2,0,0
8589,44,no,yes,no,198,1,0,0
8590,24,no,no,no,114,1,0,0
8591,30,no,yes,yes,189,1,5,0
8592,55,no,no,no,24,2,0,0
8593,41,no,no,yes,489,1,0,0
8594,57,no,yes,yes,210,2,0,0
8595,34,no,yes,no,1389,7,0,0
8596,31,no,no,no,284,2,0,0
8597,56,no,no,no,52,2,1,0
8598,53,no,yes,no,71,3,0,0
8599,33,no,no,no,191,4,0,0
8600,67,no,no,no,64,3,0,0
8601,53,no,no,no,77,8,0,0
8602,41,no,no,no,299,4,0,0
8603,46,no,yes,no,205,4,0,0
8604,58,no,yes,yes,53,29,0,0
8605,39,no,yes,no,158,1,0,0
8606,30,no,no,no,44,12,0,0
8607,37,no,yes,no,303,1,0,0
8608,45,no,no,no,162,1,0,0
8609,50,no,yes,no,51,2,0,0
8610,30,no,yes,no,272,4,0,0
8611,29,no,yes,yes,130,2,0,0
8612,32,no,yes,no,175,1,0,0
8613,37,no,yes,no,162,10,0,0
8614,26,no,yes,no,82,9,0,0
8615,51,no,yes,no,126,1,0,0
8616,38,no,no,no,332,2,0,0
8617,72,no,no,no,359,1,0,0
8618,42,no,yes,yes,10,23,0,0
8619,57,no,no,yes,362,3,0,0
8620,22,no,no,no,148,1,0,0
8621,46,no,no,no,44,6,0,0
8622,32,no,yes,no,68,1,0,0
8623,42,no,no,no,286,3,0,0
8624,37,no,no,no,305,2,0,0
8625,27,no,yes,no,94,1,0,0
8626,30,no,yes,no,70,1,0,0
8627,34,no,no,no,169,4,0,0
8628,56,no,yes,no,666,2,0,0
8629,54,no,no,yes,673,8,0,0
8630,57,no,yes,no,114,2,0,0
8631,56,no,no,yes,610,2,0,0
8632,41,no,no,yes,190,1,0,0
8633,32,no,yes,no,125,1,0,0
8634,34,no,yes,no,107,4,0,0
8635,30,no,yes,no,85,1,0,0
8636,42,no,no,no,119,2,0,0
8637,40,no,yes,no,725,3,0,0
8638,36,no,yes,yes,348,1,0,0
8639,42,no,yes,no,401,2,0,0
8640,34,no,no,no,88,2,0,0
8641,30,no,yes,no,13,3,5,0
8642,35,no,no,no,12,8,0,0
8643,44,no,no,no,258,18,0,0
8644,46,no,no,yes,251,3,0,0
8645,38,no,yes,no,251,2,0,0
8646,32,no,no,no,23,12,0,0
8647,34,no,no,no,120,2,0,0
8648,53,no,no,no,152,1,0,0
8649,38,no,no,no,33,3,0,0
8650,54,no,yes,no,205,2,0,0
8651,32,no,yes,no,232,2,2,0
8652,33,no,yes,no,355,4,0,0
8653,46,no,no,no,92,1,0,0
8654,49,no,no,no,244,3,0,0
8655,37,no,no,yes,132,1,0,0
8656,40,no,yes,no,435,2,3,0
8657,35,no,no,no,339,1,0,0
8658,26,no,yes,no,326,2,0,0
8659,27,no,yes,no,205,3,0,0
8660,39,no,yes,no,249,1,0,0
8661,31,no,no,no,15,1,0,0
8662,53,no,yes,yes,101,2,4,0
8663,50,no,no,no,264,5,0,0
8664,36,no,yes,no,180,2,0,0
8665,46,no,yes,no,92,2,0,0
8666,36,no,yes,no,52,1,0,0
8667,38,no,no,no,101,3,0,0
8668,44,no,yes,yes,109,5,0,0
8669,56,no,no,no,133,2,0,0
8670,37,no,yes,no,140,4,2,0
8671,51,no,no,yes,202,3,0,0
8672,41,no,yes,no,100,2,0,0
8673,55,no,yes,no,234,1,0,0
8674,38,no,yes,no,137,4,0,0
8675,21,no,no,yes,181,2,0,0
8676,40,no,no,no,222,3,0,0
8677,39,no,no,no,202,2,0,0
8678,30,no,yes,no,416,4,0,0
8679,28,no,yes,no,97,1,2,0
8680,58,no,no,no,121,5,0,0
8681,50,no,yes,no,29,10,0,0
8682,32,no,yes,no,270,1,0,0
8683,44,no,yes,no,373,3,0,0
8684,47,no,yes,no,105,2,0,0
8685,45,no,no,no,81,1,0,0
8686,48,no,yes,no,561,1,0,0
8687,60,no,no,no,48,3,0,0
8688,45,no,no,no,170,2,2,0
8689,31,no,no,no,123,1,0,0
8690,30,no,yes,no,100,5,0,0
8691,52,no,no,no,135,2,0,0
8692,31,no,yes,yes,295,1,0,0
8693,53,no,yes,no,851,2,0,0
8694,47,no,yes,no,18,6,0,0
8695,42,no,no,yes,149,2,0,0
8696,57,no,yes,no,215,2,0,0
8697,35,no,no,no,409,4,0,0
8698,47,no,no,no,60,1,0,0
8699,37,no,yes,no,52,2,0,0
8700,55,no,no,no,241,1,1,0
8701,58,no,yes,no,209,1,0,0
8702,33,no,yes,no,114,1,2,0
8703,29,no,yes,no,194,1,0,0
8704,41,no,yes,no,196,2,0,0
8705,53,no,yes,no,593,2,0,0
8706,41,no,no,yes,125,3,0,0
8707,42,no,no,no,113,1,0,0
8708,52,no,no,no,123,2,0,0
8709,42,no,no,no,171,1,0,0
8710,33,no,yes,no,165,1,0,0
8711,44,no,no,no,301,1,0,0
8712,53,no,no,no,90,1,0,0
8713,35,no,yes,no,502,3,40,0
8714,47,no,yes,no,64,2,3,0
8715,59,no,yes,no,301,3,11,0
8716,31,no,yes,no,37,2,1,0
8717,40,no,yes,no,97,5,0,0
8718,55,no,no,no,70,2,3,0
8719,41,no,yes,no,96,2,0,0
8720,46,no,yes,no,201,1,0,0
8721,35,no,no,no,228,1,0,0
8722,46,no,yes,no,178,3,2,0
8723,31,no,yes,yes,126,1,6,0
8724,49,no,no,no,72,4,0,0
8725,37,no,yes,no,657,4,1,0
8726,41,no,yes,no,195,4,4,0
8727,42,no,yes,no,34,1,0,0
8728,34,no,no,no,237,4,0,0
8729,55,no,no,no,116,2,0,0
8730,49,yes,yes,no,166,8,0,0
8731,59,no,yes,no,240,2,0,0
8732,26,no,yes,yes,461,1,0,0
8733,43,no,no,no,381,2,17,0
8734,35,no,yes,no,1074,3,8,0
8735,43,no,yes,no,193,8,0,0
8736,51,no,yes,no,76,2,0,0
8737,29,no,no,yes,271,2,2,0
8738,42,no,yes,no,183,1,16,0
8739,73,no,no,no,154,4,1,0
8740,39,no,yes,no,174,10,0,0
8741,39,no,no,yes,151,1,0,0
8742,44,no,yes,yes,96,2,5,0
8743,30,no,yes,no,24,2,0,0
8744,32,no,yes,no,226,1,0,0
8745,57,no,no,no,246,1,0,0
8746,55,no,no,no,129,5,0,0
8747,24,no,yes,no,134,2,0,0
8748,41,no,yes,no,305,1,0,0
8749,39,no,yes,no,27,1,0,0
8750,52,no,yes,no,322,1,0,0
8751,28,no,no,yes,248,1,0,0
8752,56,no,no,no,251,2,0,0
8753,33,no,yes,yes,22,8,0,0
8754,41,no,yes,no,85,1,5,0
8755,32,no,no,no,92,2,0,0
8756,50,no,no,no,1162,2,0,0
8757,28,no,yes,no,115,2,0,0
8758,36,no,no,yes,196,3,0,0
8759,36,no,yes,no,232,2,5,0
8760,53,no,no,no,51,8,0,0
8761,40,no,no,no,253,2,0,0
8762,34,no,no,no,176,1,6,0
8763,35,no,yes,no,91,2,0,0
8764,55,no,yes,yes,61,4,0,0
8765,49,no,no,no,238,6,0,0
8766,57,no,yes,yes,246,1,0,0
8767,44,no,yes,no,141,2,0,0
8768,57,no,no,no,336,2,0,0
8769,36,no,yes,no,150,4,0,0
8770,53,no,yes,no,221,2,0,0
8771,25,no,no,yes,68,1,1,0
8772,26,no,no,no,317,1,0,0
8773,33,no,yes,yes,572,1,0,0
8774,33,no,no,no,156,2,0,0
8775,29,no,yes,no,53,1,1,0
8776,34,no,yes,no,153,1,0,0
8777,46,no,no,no,297,1,0,0
8778,25,no,yes,no,328,1,0,0
8779,57,no,no,yes,80,8,0,0
8780,50,no,no,no,199,1,1,0
8781,48,no,yes,no,70,1,0,0
8782,32,no,no,no,320,1,5,0
8783,45,no,no,no,182,2,0,0
8784,32,no,yes,yes,185,1,0,0
8785,34,no,yes,no,150,1,0,0
8786,56,no,yes,yes,254,1,0,0
8787,49,no,yes,yes,716,1,0,0
8788,54,no,no,no,131,2,0,0
8789,44,no,yes,no,54,1,0,0
8790,35,no,no,no,258,1,4,0
8791,31,no,yes,no,143,1,0,0
8792,34,no,yes,no,305,2,0,0
8793,38,no,yes,no,34,1,0,0
8794,56,no,yes,no,150,2,0,0
8795,49,no,yes,yes,73,4,0,0
8796,44,no,yes,no,149,2,0,0
8797,33,no,yes,yes,55,2,0,0
8798,33,no,no,no,93,2,0,0
8799,29,no,no,yes,309,2,0,0
8800,34,no,yes,no,134,1,1,0
8801,57,no,yes,no,284,1,1,0
8802,34,no,no,no,50,1,0,0
8803,55,yes,no,no,267,2,0,0
8804,47,no,yes,no,163,8,0,0
8805,48,no,no,yes,1171,1,0,0
8806,36,no,yes,no,15,19,0,0
8807,34,no,yes,no,16,2,0,0
8808,43,no,yes,no,829,1,0,0
8809,55,no,yes,no,58,1,1,0
8810,58,no,yes,no,180,1,0,0
8811,62,no,no,no,181,3,0,0
8812,32,no,yes,no,124,1,0,0
8813,35,no,yes,no,310,1,0,0
8814,33,no,no,no,182,1,0,0
8815,54,no,yes,no,222,3,0,0
8816,41,no,yes,no,87,1,0,0
8817,58,no,yes,no,40,4,0,0
8818,34,no,no,no,18,7,0,0
8819,58,no,no,no,116,1,0,0
8820,30,no,no,no,73,3,0,0
8821,40,no,yes,no,195,3,1,0
8822,35,no,no,yes,117,4,2,0
8823,37,no,yes,no,105,2,0,0
8824,32,no,yes,no,118,6,0,0
